Generation, Worst, Lower Quartile, Mean, Median, Upper Quartile, Best, Median Fitness
0, 0.325, 0.45, 0.50225, 0.5, 0.55, 0.7, 20.606054719334775
1, 0.325, 0.45, 0.505375, 0.5, 0.55, 0.75, 20.68597218852259
2, 0.3, 0.45, 0.49574999999999997, 0.5, 0.55, 0.725, 20.574114646999448
3, 0.3, 0.45, 0.484375, 0.475, 0.525, 0.675, 19.66924165258949
4, 0.275, 0.45, 0.49225, 0.5, 0.55, 0.7, 20.48731986354479
5, 0.175, 0.45, 0.50925, 0.525, 0.575, 0.675, 21.56247027234187
6, 0.325, 0.425, 0.488125, 0.475, 0.525, 0.725, 19.644591350638443
7, 0.3, 0.45, 0.497375, 0.5, 0.55, 0.75, 20.641905947359596
8, 0.3, 0.45, 0.50475, 0.5, 0.55, 0.7, 20.77903751986544
9, 0.275, 0.45, 0.5065000000000001, 0.5, 0.55, 0.725, 20.796305498932583
10, 0.3, 0.45, 0.516, 0.525, 0.575, 0.8, 21.472858605648142
11, 0.275, 0.425, 0.49437499999999995, 0.5, 0.55, 0.7, 20.583701955086074
12, 0.275, 0.425, 0.499, 0.5, 0.55625, 0.7, 20.712354988643717
13, 0.3, 0.45, 0.49387499999999995, 0.5, 0.55, 0.675, 20.569026030731216
14, 0.275, 0.45, 0.505625, 0.525, 0.55, 0.675, 21.500291094570603
15, 0.3, 0.45, 0.495, 0.5, 0.55, 0.775, 20.616328816691656
16, 0.25, 0.475, 0.518875, 0.525, 0.575, 0.7, 21.623015220456544
17, 0.3, 0.45, 0.5055, 0.5, 0.575, 0.725, 20.81211137972779
18, 0.3, 0.45, 0.504875, 0.5, 0.575, 0.75, 20.790024309783156
19, 0.275, 0.425, 0.49074999999999996, 0.5, 0.55, 0.725, 20.56804808405619
20, 0.3, 0.425, 0.48412499999999997, 0.5, 0.55, 0.725, 20.47989616349689
21, 0.25, 0.45, 0.5051249999999999, 0.5, 0.575, 0.7, 20.63325937673966
22, 0.3, 0.45, 0.49412500000000004, 0.5, 0.55, 0.7, 20.513740866043214
23, 0.275, 0.45, 0.50125, 0.5, 0.55, 0.725, 20.62071212454029
24, 0.225, 0.425, 0.49225, 0.4875, 0.55, 0.725, 20.147328587184063
25, 0.25, 0.45, 0.4965, 0.5, 0.55, 0.7, 20.640122465814713
26, 0.275, 0.45, 0.5002500000000001, 0.5, 0.55, 0.725, 20.64590439086783
27, 0.275, 0.45, 0.49850000000000005, 0.5, 0.55, 0.75, 20.568188087187117
28, 0.275, 0.45, 0.5035000000000001, 0.5, 0.55, 0.725, 20.711033995115038
29, 0.3, 0.45, 0.495, 0.4875, 0.55, 0.75, 20.093569634071528
30, 0.275, 0.45, 0.4965, 0.5, 0.55, 0.775, 20.502371015265638
31, 0.25, 0.475, 0.511625, 0.525, 0.575, 0.725, 21.57404927008563
32, 0.3, 0.45, 0.501875, 0.5, 0.55, 0.675, 20.637395976446047
33, 0.275, 0.45, 0.490625, 0.5, 0.55, 0.7, 20.45152733024952
34, 0.3, 0.45, 0.5, 0.5, 0.55, 0.725, 20.591920997592453
35, 0.25, 0.45, 0.49487500000000006, 0.5, 0.55, 0.725, 20.611460541125357
36, 0.275, 0.45, 0.494625, 0.5, 0.525, 0.675, 20.576116573763752
37, 0.225, 0.45, 0.496625, 0.5, 0.55, 0.75, 20.672808597660225
38, 0.275, 0.45, 0.508875, 0.525, 0.575, 0.725, 21.443724987523844
39, 0.3, 0.45, 0.49775, 0.5, 0.55, 0.7, 20.634759097238266
40, 0.275, 0.425, 0.497, 0.5, 0.55, 0.725, 20.595803784029762
41, 0.3, 0.425, 0.5045, 0.5, 0.575, 0.775, 20.785707693833167
42, 0.325, 0.45, 0.500875, 0.5, 0.55, 0.75, 20.589106057163214
43, 0.275, 0.425, 0.49837499999999996, 0.5, 0.55, 0.725, 20.562406938115537
44, 0.35, 0.45, 0.5041249999999999, 0.5, 0.55, 0.7, 20.7616688157825
45, 0.275, 0.45, 0.506625, 0.5, 0.55, 0.75, 20.975301208312192
46, 0.3, 0.45, 0.499, 0.5, 0.55, 0.675, 20.594398551009803
47, 0.3, 0.475, 0.5095, 0.525, 0.55, 0.75, 21.588169667015315
48, 0.3, 0.45, 0.5077499999999999, 0.5, 0.55, 0.675, 20.791920786079537
49, 0.225, 0.425, 0.496875, 0.5, 0.55, 0.725, 20.619755544582986
50, 0.325, 0.45, 0.5002500000000001, 0.5, 0.55, 0.725, 20.619225178772083
51, 0.2, 0.45, 0.5025000000000001, 0.5, 0.55, 0.8, 20.66342426083034
52, 0.325, 0.475, 0.51275, 0.525, 0.55, 0.7, 21.50988285464945
53, 0.3, 0.45, 0.50325, 0.5, 0.575, 0.675, 20.61011122265716
54, 0.3, 0.45, 0.499, 0.5, 0.55, 0.7, 20.650145285046825
55, 0.3, 0.425, 0.48987499999999995, 0.5, 0.55, 0.725, 20.441524855757606
56, 0.3, 0.45, 0.49725, 0.5, 0.55, 0.7, 20.613619529576155
57, 0.325, 0.45, 0.499875, 0.5, 0.55, 0.775, 20.616396023189324
58, 0.3, 0.45, 0.5065000000000001, 0.5, 0.55, 0.725, 20.91658111697742
59, 0.275, 0.44375, 0.49574999999999997, 0.5, 0.55, 0.75, 20.59563796113389
60, 0.3, 0.46875, 0.515, 0.525, 0.575, 0.725, 21.530421471115112
61, 0.275, 0.45, 0.50075, 0.5, 0.55, 0.725, 20.662831157005932
62, 0.275, 0.45, 0.493, 0.5, 0.55, 0.675, 20.429078804627636
63, 0.325, 0.45, 0.49887499999999996, 0.5, 0.55, 0.7, 20.684379673580818
64, 0.25, 0.45, 0.50125, 0.5, 0.55, 0.675, 20.657222211842118
65, 0.3, 0.45, 0.49012500000000003, 0.5, 0.55, 0.675, 20.43829759777417
66, 0.25, 0.44375, 0.496875, 0.5, 0.55, 0.725, 20.69511408683232
67, 0.3, 0.45, 0.497375, 0.5, 0.55, 0.725, 20.583225173918542
68, 0.275, 0.45, 0.4965, 0.5, 0.55, 0.7, 20.579371478237753
69, 0.3, 0.45, 0.50175, 0.5, 0.55, 0.675, 20.757423450794143
70, 0.275, 0.45, 0.49524999999999997, 0.475, 0.55, 0.725, 19.862175578741052
71, 0.15, 0.45, 0.5045, 0.5, 0.55625, 0.725, 20.73720787613423
72, 0.2, 0.44375, 0.49887499999999996, 0.5, 0.55, 0.7, 20.655935580264554
73, 0.275, 0.45, 0.503375, 0.5, 0.55, 0.675, 20.82693142361157
74, 0.2, 0.45, 0.502625, 0.5, 0.55, 0.7, 20.76788174157266
75, 0.275, 0.45, 0.50075, 0.5, 0.55, 0.775, 20.718293578213547
76, 0.225, 0.45, 0.495, 0.5, 0.55, 0.725, 20.594731061412865
77, 0.325, 0.45, 0.49800000000000005, 0.5, 0.55, 0.7, 20.626095857045872
78, 0.3, 0.45, 0.502, 0.5, 0.55625, 0.675, 20.6903112308349
79, 0.25, 0.45, 0.49400000000000005, 0.5, 0.55, 0.775, 20.603524033698363
80, 0.275, 0.45, 0.49375, 0.5, 0.55, 0.65, 20.621366953002585
81, 0.275, 0.425, 0.495375, 0.5, 0.55, 0.775, 20.677478992294272
82, 0.275, 0.45, 0.50175, 0.5, 0.575, 0.725, 20.66957057586928
83, 0.3, 0.45, 0.5015, 0.5, 0.55, 0.725, 20.731507170539437
84, 0.3, 0.425, 0.4915, 0.5, 0.55, 0.725, 20.56748365924224
85, 0.3, 0.45, 0.503375, 0.5, 0.55, 0.725, 20.71842517433357
86, 0.275, 0.45, 0.497375, 0.5, 0.55, 0.75, 20.671055323224998
87, 0.3, 0.45, 0.496875, 0.5, 0.55, 0.7, 20.642658423288736
88, 0.25, 0.45, 0.49349999999999994, 0.5, 0.55, 0.7, 20.56575388679532
89, 0.25, 0.425, 0.48775, 0.475, 0.55, 0.7, 19.7105966204723
90, 0.25, 0.45, 0.50325, 0.5, 0.55, 0.725, 20.64170624368073
91, 0.325, 0.45, 0.5038750000000001, 0.5, 0.55, 0.75, 20.691252252691278
92, 0.3, 0.425, 0.49412500000000004, 0.5, 0.55, 0.675, 20.501401546320277
93, 0.3, 0.45, 0.50575, 0.5, 0.575, 0.7, 20.699410896377003
94, 0.3, 0.45, 0.495, 0.5, 0.55, 0.75, 20.466372061060326
95, 0.25, 0.45, 0.504, 0.5, 0.55, 0.675, 20.70652859908374
96, 0.25, 0.45, 0.507625, 0.5, 0.575, 0.75, 20.75330220967711
97, 0.35, 0.44375, 0.5025000000000001, 0.5, 0.55, 0.7, 20.735218025986786
98, 0.275, 0.425, 0.487875, 0.5, 0.525, 0.725, 20.477149311285828
99, 0.3, 0.45, 0.5095, 0.525, 0.575, 0.725, 21.478601995520016
100, 0.275, 0.45, 0.5075000000000001, 0.5, 0.575, 0.775, 20.70041895363946
101, 0.3, 0.45, 0.496375, 0.5, 0.55, 0.725, 20.560951370953127
102, 0.3, 0.45, 0.503, 0.5, 0.55, 0.7, 20.700982711804492
103, 0.3, 0.45, 0.496, 0.5, 0.55, 0.725, 20.674859458089962
104, 0.325, 0.45, 0.51125, 0.5, 0.575, 0.7, 20.818602369935643
105, 0.325, 0.45, 0.50625, 0.5, 0.55, 0.65, 20.829196409496134
106, 0.325, 0.475, 0.5145, 0.525, 0.55, 0.7, 21.568025788083737
107, 0.125, 0.45, 0.505625, 0.5, 0.55, 0.725, 20.734499935883903
108, 0.275, 0.45, 0.500875, 0.5, 0.55, 0.725, 21.074066641294372
109, 0.25, 0.45, 0.5042500000000001, 0.5, 0.55, 0.725, 20.699422170723086
110, 0.275, 0.45, 0.503, 0.5, 0.55, 0.75, 20.71142754854595
111, 0.3, 0.425, 0.4845, 0.475, 0.55, 0.7, 19.678014479765654
112, 0.25, 0.475, 0.515625, 0.525, 0.575, 0.7, 21.543706108199913
113, 0.3, 0.45, 0.501875, 0.5, 0.55, 0.7, 20.684953320527562
114, 0.325, 0.45, 0.5051249999999999, 0.5, 0.575, 0.7, 20.935482667926816
115, 0.275, 0.45, 0.5037499999999999, 0.5, 0.55625, 0.675, 20.62158349524536
116, 0.325, 0.45, 0.49775, 0.5, 0.55, 0.725, 20.642353089103104
117, 0.325, 0.45, 0.5045, 0.5, 0.55, 0.7, 20.679868539515326
118, 0.25, 0.425, 0.492125, 0.5, 0.55, 0.775, 20.536767084980134
119, 0.225, 0.425, 0.49124999999999996, 0.475, 0.55, 0.675, 19.849161736104342
120, 0.25, 0.45, 0.507125, 0.5, 0.55, 0.675, 20.93604119452617
121, 0.325, 0.45, 0.502625, 0.5, 0.55, 0.75, 20.631459794258205
122, 0.275, 0.45, 0.507, 0.525, 0.55, 0.7, 21.46292009211468
123, 0.275, 0.45, 0.496625, 0.5, 0.55, 0.7, 20.6058138861634
124, 0.275, 0.45, 0.5038750000000001, 0.5, 0.55, 0.775, 20.75779992137241
125, 0.25, 0.45, 0.50625, 0.5, 0.55, 0.675, 20.96372774701856
126, 0.3, 0.45, 0.505875, 0.5, 0.575, 0.7, 20.814468661314528
127, 0.25, 0.45, 0.50475, 0.5125, 0.575, 0.7, 21.220765406225034
128, 0.3, 0.45, 0.4995, 0.5, 0.55, 0.725, 20.70954859012344
129, 0.3, 0.45, 0.503625, 0.5, 0.55, 0.775, 20.756157395133513
130, 0.3, 0.45, 0.49450000000000005, 0.5, 0.55, 0.7, 20.5639156616036
131, 0.275, 0.44375, 0.496, 0.5, 0.55, 0.75, 20.567645741897962
132, 0.275, 0.45, 0.502625, 0.5, 0.55, 0.7, 20.84329642068735
133, 0.225, 0.425, 0.493, 0.5, 0.55, 0.725, 20.561596462918928
134, 0.325, 0.45, 0.50125, 0.5, 0.55, 0.7, 20.719924771138572
135, 0.275, 0.45, 0.5078750000000001, 0.5, 0.55, 0.7, 20.829648100402675
136, 0.325, 0.45, 0.50675, 0.5, 0.55, 0.75, 21.03707493003127
137, 0.3, 0.425, 0.495875, 0.5, 0.55, 0.7, 20.658736312779947
138, 0.25, 0.44375, 0.491125, 0.5, 0.55, 0.65, 20.53089154897382
139, 0.275, 0.45, 0.497375, 0.5, 0.55, 0.725, 20.53537698379166
140, 0.325, 0.45, 0.499625, 0.5, 0.55, 0.725, 20.717129137822074
141, 0.3, 0.45, 0.499125, 0.5, 0.55, 0.725, 20.79028703793322
142, 0.275, 0.45, 0.500625, 0.5, 0.55625, 0.7, 20.6998866225115
143, 0.325, 0.45, 0.512, 0.5125, 0.55, 0.775, 21.18076987710601
144, 0.275, 0.45, 0.500875, 0.5, 0.55, 0.725, 20.82513621993951
145, 0.3, 0.45, 0.49725, 0.5, 0.55, 0.7, 20.631301615240385
146, 0.275, 0.45, 0.503625, 0.5, 0.55625, 0.7, 20.69283584715355
147, 0.3, 0.45, 0.49375, 0.5, 0.55, 0.675, 20.620981457204294
148, 0.2, 0.425, 0.4885, 0.475, 0.55, 0.675, 19.94904613032739
149, 0.275, 0.45, 0.50575, 0.5, 0.55, 0.7, 20.857969884908837
150, 0.3, 0.45, 0.504625, 0.5, 0.55, 0.725, 20.872251528921108
151, 0.275, 0.425, 0.48975, 0.4875, 0.55, 0.7, 20.234497216714587
152, 0.275, 0.45, 0.496375, 0.5, 0.55, 0.725, 20.611273247481343
153, 0.275, 0.45, 0.49412500000000004, 0.5, 0.55, 0.675, 20.629159282112425
154, 0.3, 0.45, 0.4965, 0.5, 0.55, 0.725, 20.531423893534413
155, 0.225, 0.45, 0.49275, 0.5, 0.55, 0.7, 20.578367060873276
156, 0.25, 0.425, 0.48875, 0.5, 0.55, 0.7, 20.53930506789481
157, 0.275, 0.425, 0.49800000000000005, 0.5, 0.575, 0.7, 20.6811312767176
158, 0.275, 0.45, 0.501875, 0.5, 0.55, 0.775, 20.721607214712424
159, 0.25, 0.45, 0.4955, 0.5, 0.55, 0.675, 20.541172984351178
160, 0.3, 0.45, 0.496625, 0.5, 0.55, 0.75, 20.57660600322957
161, 0.225, 0.45, 0.500875, 0.5, 0.55, 0.875, 20.614657294442402
162, 0.25, 0.45, 0.49424999999999997, 0.475, 0.55, 0.725, 19.758620056311464
163, 0.325, 0.45, 0.49887499999999996, 0.5, 0.55, 0.725, 20.66408145455442
164, 0.275, 0.45, 0.505, 0.5, 0.55, 0.725, 20.671247541784428
165, 0.3, 0.45, 0.50625, 0.5, 0.575, 0.7, 20.765681816008126
166, 0.225, 0.425, 0.49275, 0.5, 0.55, 0.7, 20.5646458169837
167, 0.325, 0.45, 0.50875, 0.5, 0.55, 0.675, 20.727062787502973
168, 0.275, 0.425, 0.492, 0.5, 0.55, 0.675, 20.415813390162782
169, 0.3, 0.45, 0.509875, 0.5, 0.55, 0.7, 20.717660736854565
170, 0.3, 0.44375, 0.49124999999999996, 0.5, 0.55, 0.675, 20.531083088396766
171, 0.275, 0.45, 0.495, 0.5, 0.55, 0.65, 20.593489389767964
172, 0.25, 0.425, 0.487625, 0.475, 0.55, 0.7, 19.785751584129255
173, 0.3, 0.45, 0.497, 0.5, 0.55, 0.7, 20.614932918109364
174, 0.275, 0.425, 0.48949999999999994, 0.4875, 0.525, 0.75, 20.148918903184487
175, 0.25, 0.425, 0.487875, 0.475, 0.55, 0.75, 19.790099956846912
176, 0.325, 0.425, 0.488375, 0.475, 0.55, 0.7, 19.645493980824646
177, 0.3, 0.425, 0.48425, 0.475, 0.55, 0.725, 19.639091101489786
178, 0.2, 0.45, 0.49762500000000004, 0.5, 0.55, 0.7, 20.632425083150263
179, 0.25, 0.45, 0.491375, 0.5, 0.55, 0.75, 20.647124540892605
180, 0.3, 0.45, 0.499375, 0.5, 0.55, 0.725, 20.660438478661597
181, 0.275, 0.45, 0.495375, 0.5, 0.55, 0.725, 20.667958986032957
182, 0.3, 0.45, 0.496375, 0.5, 0.55, 0.725, 20.626148893131386
183, 0.25, 0.425, 0.485, 0.4875, 0.55, 0.7, 20.19168580724798
184, 0.225, 0.45, 0.494625, 0.5, 0.55, 0.7, 20.642766843969106
185, 0.225, 0.45, 0.499875, 0.5, 0.55, 0.85, 20.583441346707076
186, 0.275, 0.45, 0.49574999999999997, 0.5, 0.55, 0.7, 20.486439153955793
187, 0.275, 0.45, 0.49712500000000004, 0.5, 0.55, 0.75, 20.59062212670934
188, 0.225, 0.45, 0.4955, 0.5, 0.55, 0.8, 20.57477979102594
189, 0.275, 0.45, 0.49824999999999997, 0.5, 0.55, 0.7, 20.5530447155261
190, 0.225, 0.44375, 0.502125, 0.5, 0.575, 0.725, 20.627559891914522
191, 0.25, 0.425, 0.497375, 0.5, 0.55, 0.775, 20.64757675195851
192, 0.275, 0.425, 0.497, 0.5, 0.55, 0.75, 20.517280713323437
193, 0.175, 0.45, 0.499625, 0.5, 0.55, 0.75, 20.66615199601813
194, 0.2, 0.425, 0.491125, 0.5, 0.55, 0.7, 20.594691940137015
195, 0.275, 0.45, 0.502375, 0.5, 0.55, 0.725, 20.629131733063993
196, 0.25, 0.45, 0.49474999999999997, 0.5, 0.55, 0.725, 20.59152147731713
197, 0.275, 0.44375, 0.49574999999999997, 0.5, 0.575, 0.725, 20.654232613339083
198, 0.175, 0.45, 0.493375, 0.5, 0.55, 0.7, 20.441711263477494
199, 0.25, 0.45, 0.500875, 0.5, 0.55, 0.8, 20.55676165205483
200, 0.225, 0.45, 0.495125, 0.5, 0.55, 0.85, 20.600674651945575
201, 0.225, 0.44375, 0.48562500000000003, 0.475, 0.55, 0.675, 19.789616169388907
202, 0.275, 0.45, 0.498625, 0.5, 0.55, 0.675, 20.658170648719963
203, 0.25, 0.45, 0.492625, 0.5, 0.55, 0.675, 20.57397714002994
204, 0.3, 0.44375, 0.49362500000000004, 0.5, 0.55, 0.725, 20.542845869186962
205, 0.3, 0.45, 0.501625, 0.5, 0.55, 0.75, 20.65786359877128
206, 0.275, 0.44375, 0.501125, 0.5, 0.575, 0.75, 20.664824754921014
207, 0.325, 0.45, 0.500375, 0.5, 0.575, 0.7, 20.634397252924316
208, 0.225, 0.45, 0.504375, 0.5, 0.575, 0.725, 20.68053578277214
209, 0.25, 0.425, 0.48575, 0.4875, 0.55, 0.7, 20.116661226362517
210, 0.25, 0.45, 0.49074999999999996, 0.5, 0.55, 0.725, 20.54052916296269
211, 0.3, 0.45, 0.49625, 0.5, 0.55, 0.725, 20.614268672586945
212, 0.225, 0.425, 0.49349999999999994, 0.4875, 0.55, 0.675, 20.054075236176374
213, 0.25, 0.45, 0.508375, 0.5, 0.55, 0.825, 20.77793683474659
214, 0.3, 0.45, 0.49887499999999996, 0.5, 0.55, 0.75, 20.622568334402697
215, 0.275, 0.45, 0.495125, 0.5, 0.55, 0.675, 20.477645236405827
216, 0.275, 0.45, 0.50225, 0.5, 0.55, 0.725, 20.626021436843324
217, 0.325, 0.45, 0.499625, 0.5, 0.55, 0.725, 20.58820372150466
218, 0.3, 0.45, 0.499875, 0.5, 0.55, 0.725, 20.6842022074337
219, 0.275, 0.45, 0.507625, 0.5, 0.575, 0.75, 20.730052278480844
220, 0.25, 0.425, 0.495125, 0.5, 0.55, 0.8, 20.589037482740558
221, 0.25, 0.45, 0.4995, 0.5, 0.55, 0.675, 20.652094245346618
222, 0.3, 0.45, 0.49574999999999997, 0.5, 0.55, 0.775, 20.45554043526986
223, 0.25, 0.45, 0.497375, 0.5, 0.55, 0.725, 20.550233126514605
224, 0.325, 0.45, 0.5042500000000001, 0.5, 0.55625, 0.75, 20.654026496986305
225, 0.3, 0.45, 0.50625, 0.5, 0.575, 0.75, 20.664721549641698
226, 0.275, 0.45, 0.506375, 0.5, 0.55625, 0.75, 20.69813370703347
227, 0.325, 0.425, 0.49725, 0.5, 0.55, 0.8, 20.6011651710797
228, 0.25, 0.45, 0.50625, 0.5, 0.575, 0.725, 20.657033339404304
229, 0.25, 0.45, 0.510625, 0.5, 0.575, 0.725, 20.867289375662992
230, 0.3, 0.45, 0.512875, 0.525, 0.575, 0.725, 21.508808602666143
231, 0.3, 0.45, 0.505625, 0.5, 0.55625, 0.725, 20.678166113180787
232, 0.3, 0.45, 0.505625, 0.5, 0.55, 0.725, 20.818385711534308
233, 0.275, 0.45, 0.49574999999999997, 0.5, 0.55, 0.7, 20.57435163594824
234, 0.275, 0.45, 0.500625, 0.5, 0.55, 0.8, 20.581970280560427
235, 0.275, 0.425, 0.48600000000000004, 0.5, 0.55, 0.675, 20.537375257773093
236, 0.275, 0.425, 0.496375, 0.5, 0.55, 0.725, 20.656482087527053
237, 0.25, 0.45, 0.49124999999999996, 0.5, 0.55, 0.7, 20.583868606837562
238, 0.325, 0.425, 0.491, 0.4875, 0.55, 0.675, 20.108488447079456
239, 0.3, 0.425, 0.48925, 0.475, 0.55, 0.725, 19.735961659534894
240, 0.3, 0.425, 0.485375, 0.475, 0.55, 0.725, 19.63654275241893
241, 0.275, 0.425, 0.49450000000000005, 0.5, 0.55, 0.8, 20.59626384154567
242, 0.3, 0.45, 0.49749999999999994, 0.5, 0.55, 0.7, 20.67569858830679
243, 0.275, 0.44375, 0.495375, 0.5, 0.55, 0.8, 20.58220566865261
244, 0.275, 0.45, 0.49675, 0.5, 0.55, 0.7, 20.633411662692115
245, 0.25, 0.45, 0.506375, 0.5, 0.575, 0.75, 20.734880530569065
246, 0.3, 0.425, 0.49375, 0.5, 0.55, 0.725, 20.503314718874407
247, 0.275, 0.45, 0.5038750000000001, 0.5, 0.55625, 0.7, 20.68908058561928
248, 0.3, 0.45, 0.49400000000000005, 0.5, 0.55, 0.7, 20.510990187570666
249, 0.325, 0.45, 0.493375, 0.5, 0.55, 0.725, 20.4863094377037
250, 0.275, 0.45, 0.5045, 0.5, 0.575, 0.7, 20.629330353096467
251, 0.275, 0.425, 0.4915, 0.5, 0.55, 0.7, 20.532849643377766
252, 0.25, 0.45, 0.5002500000000001, 0.5, 0.55, 0.725, 20.549136459903096
253, 0.2, 0.45, 0.500875, 0.5, 0.55, 0.725, 20.633613322703013
254, 0.25, 0.45, 0.494625, 0.5, 0.55, 0.7, 20.48115621500821
255, 0.3, 0.45, 0.497375, 0.5, 0.55, 0.85, 20.64271083008994
256, 0.275, 0.425, 0.492375, 0.5, 0.55, 0.775, 20.483031876152722
257, 0.3, 0.45, 0.51, 0.5, 0.575, 0.8, 20.748949932507493
258, 0.3, 0.45, 0.506, 0.5, 0.55, 0.675, 20.70377173320069
259, 0.3, 0.425, 0.493375, 0.5, 0.55, 0.7, 20.627074708887626
260, 0.325, 0.45, 0.5015, 0.5, 0.55, 0.725, 20.726168380351126
261, 0.225, 0.45, 0.509875, 0.5, 0.575, 0.725, 20.67553742560833
262, 0.25, 0.44375, 0.49474999999999997, 0.5, 0.55, 0.725, 20.59965294674186
263, 0.275, 0.45, 0.491625, 0.475, 0.55, 0.725, 19.822644136671187
264, 0.325, 0.45, 0.5025000000000001, 0.5, 0.55, 0.7, 20.653900062410358
265, 0.275, 0.45, 0.496125, 0.5, 0.55, 0.7, 20.551944755626533
266, 0.225, 0.425, 0.491125, 0.5, 0.55, 0.7, 20.603156309461443
267, 0.275, 0.45, 0.500625, 0.5, 0.55, 0.725, 20.627980387500756
268, 0.325, 0.45, 0.49887499999999996, 0.5, 0.55, 0.7, 20.70686196260977
269, 0.325, 0.45, 0.49924999999999997, 0.5, 0.55, 0.725, 20.775438800394458
270, 0.3, 0.45, 0.5042500000000001, 0.5, 0.55, 0.7, 20.66704581096748
271, 0.275, 0.45, 0.5085, 0.5, 0.55, 0.7, 20.74542207380968
272, 0.25, 0.45, 0.496875, 0.5, 0.55, 0.7, 20.60276127094549
273, 0.3, 0.45, 0.502875, 0.5, 0.575, 0.7, 20.50420103212396
274, 0.3, 0.45, 0.506625, 0.5, 0.55, 0.75, 20.68790425934982
275, 0.3, 0.45, 0.502875, 0.5, 0.575, 0.7, 20.706365849023868
276, 0.3, 0.425, 0.49349999999999994, 0.5, 0.55, 0.7, 20.612260170754546
277, 0.25, 0.45, 0.510625, 0.5, 0.55, 0.775, 20.82436967385808
278, 0.275, 0.45, 0.502375, 0.5, 0.575, 0.75, 20.636150950919586
279, 0.225, 0.45, 0.502625, 0.5, 0.55, 0.75, 20.652775815711966
280, 0.3, 0.45, 0.505625, 0.5, 0.55, 0.7, 20.8262419404609
281, 0.3, 0.45, 0.504875, 0.5, 0.55, 0.7, 20.65347045032797
282, 0.3, 0.45, 0.49762500000000004, 0.5, 0.55, 0.75, 20.49141327547016
